subject,comment,contributor,Date
Harry Potter is Freaking Popular,"Tagging material read seemed fun, so here's what I've read.",dcjohn,2/20/2007 0:00
Harry Potter is Freaking Popular,"Martin, I don't think these books are strongly correlated with ""normal""...",Matt McKeon,2/21/2007 0:00
Harry Potter is Freaking Popular,"Here is what I have read, although I think I am...",,2/22/2007 0:00
Harry Potter is Freaking Popular,"Nice histogram, Matt. Yes, I believe your analysis is correct:...",Alison,2/23/2007 0:00
Harry Potter is Freaking Popular,Makes me want to read the ones I've missed!,,2/26/2007 0:00
Harry Potter is Freaking Popular,orange = one's I have read several of the others...,,2/27/2007 0:00
Harry Potter is Freaking Popular,Fascinating! I've orange-tagged the ones I've read as well. I look...,,2/28/2007 0:00
Harry Potter is Freaking Popular,Wow - I'm amazingly average in my reading tastes.,,2/28/2007 0:00
Harry Potter is Freaking Popular,Very interesting. I did not include ones I started and...,,2/28/2007 0:00
Harry Potter is Freaking Popular,Mine looks like an orange circle surrounded by a ring of...,chanale,3/1/2007 0:00
Harry Potter is Freaking Popular,hmm... all of these I have either read or have been...,,3/1/2007 0:00
Harry Potter is Freaking Popular,"Well, I've read a few of them... And...",,3/6/2007 0:00
Harry Potter is Freaking Popular,Funny to find Strange&Norrell there -- never realized it was so...,,3/7/2007 0:00
Harry Potter is Freaking Popular,Another snapshot that looks like everyone else's. :) A number of...,,3/8/2007 0:00
Harry Potter is Freaking Popular,Such a nice idea. I'm currently fascinated by works of...,,3/18/2007 0:00
Harry Potter is Freaking Popular,I've only read 9 out of these (in orange),sameerh,6/18/2007 0:00
Harry Potter is Freaking Popular,"I've only read 14, but I'm happy some of my favorite...",msedlar,7/20/2007 0:00
Harry Potter is Freaking Popular,Here are the ones I've read! My tastes definitely seem to...,jbw,10/26/2008 0:00
"Harvard professors, rated",Interesting... teachers with less reviews appear to have a better score....,Irene Ros,12/18/2008 0:00
"Harvard professors, rated","""Interesting… teachers with less reviews appear to have a better score.""...",Michael Jordan,12/19/2008 0:00
"Harvard professors, rated",low rating in less reviews & irregular relation between rating&reviews appear...,shivam,12/20/2008 0:00
Hate Crime Bubbles,"the state of California has the highest Hate Crime with 1,400....",,11/13/2008 0:00
hci words,what?,,10/8/2008 0:00
Health Care Lie: '47 Million Uninsured Americans' (A Lie that Promotes Big Government),Health Care Lie: '47 Million Uninsured Americans (A Lie that Promotes...,cgreen,9/24/2007 0:00
Health Care Lie: '47 Million Uninsured Americans' (A Lie that Promotes Big Government),"You would think so. But, some people are so brainwashed by...",,10/22/2007 0:00
Health Care Lie: '47 Million Uninsured Americans' (A Lie that Promotes Big Government),I don't think there's a problem including all of those categories...,,12/16/2007 0:00
"Health Insurance Coverage Estimages, 2006 All Races, Under Age",Nice map,,12/3/2009 0:00
Health Insurance Coverage Map,We need to provide more details,,6/5/2007 0:00
Health literature on neighbourhood relative deprivation,This probably isn't that useful to most people. I generated it...,whychristo,10/31/2008 0:00
Health of college music fans,"What do the numbers mean? Does 1 mean ""not so much""...",Martin Wattenberg,8/18/2007 0:00
Health Training Package (HLT07),Australia's government facilitates the getting together of industry representatives to spell...,Hans Tilstra,9/15/2008 0:00
Health-care reform spending by year: 2010-2019,Where the explanation of the y-axis? Are these values $billions?...,,12/23/2009 0:00
height by age,"A great question for students: height increases with age at first,...",Tim Erickson,12/17/2007 0:00
height by age,"The sample is a snapshot of the present, I am assuming,...",cseligo,2/14/2008 0:00
Heineken stockprice vs temp in the Netherlands,geen correlatie dus,,2/10/2007 0:00
hello,yeooo,,1/6/2009 0:00
hello,Smeellyyyyyyyyyy,,1/6/2009 0:00
Helter Skelter!,Listen.,Bilabial Fricative Jr.,9/4/2007 0:00
hervejb,Thanks for sharing Hervè. I like the mouse over pop-up of...,Shawn H,9/4/2008 0:00
hervejb,This is a telling view,Shawn H,9/4/2008 0:00
High School Exit Exams by State: 2012,Louis Kruger's website: http://www.louiskruger.com/,Louis Kruger,5/3/2009 0:00
Highest Grossing Movies Ever,"Hey, I like this.",,10/20/2009 0:00
Hindu Universe,Testing out the visualization tool,,2/12/2008 0:00
Hindu Universe,"pathetic , if Hindus are getting the jobs outsourced...",,2/15/2008 0:00
"Hispanics Alone: Educational Attainment of the Population 18 Years and Over, by Age, Sex, and Race: 2003 to 2008",It would be useful to disaggregate these data by national origin...,tbenton,8/12/2009 0:00
Historic Worldwide Earthquakes Magnitude 6.0 and greater,I have been through these ones. Ah... fun days!,Karim,7/11/2007 0:00
HISTORY by Bill Whittle,I read the source article for this at Mr. Whittle's web...,,10/22/2007 0:00
History of Computing at University of Michigan,This is a mock-up/first attempt at creating a non-linear timeline. ...,maw,4/8/2007 0:00
History of Muslim extremist attacks for last 30 years,Israel's recent tussle with Hezbollah reminds us how absurd the...,cgreen,9/19/2007 0:00
HIV prevalence among adults aged ≥ 15 years (per 100 000 population),"Kids, they have the desire to mate but it is killing...",Ms. Coffey,7/17/2007 0:00
HIV prevalence among adults aged ≥ 15 years (per 100 000 population),Aids is not something that only happens to the gay or...,Ms. Coffey,7/17/2007 0:00
Hmong Population in U.S. (2000 Census),Map with corrected data,,9/9/2008 0:00
"Holders of US Equities, 2007Q4","Too bad there are no subcategories for ""households"" or ""rest of...",pick,5/25/2008 0:00
"Home Court Advantage, NCAA div I basketball 2007/8",Can you explain the periodic spikes? It appears as though...,,7/2/2009 0:00
"Home price index per state - March 25, 08",I remember well... it was 1997 and I'd found a nice...,Martin Wattenberg,3/26/2008 0:00
"Home price index per state - March 25, 08",Look at this interesting pattern,Frank van Ham,4/2/2008 0:00
Home Visiting Outcomes,"We are looking for correlations among factors related to parent characteristics,...",PDeitz,11/12/2009 0:00
Homelessness by State - Treemap,It appears that one out of every 100 is homeless in...,grjenkin,8/30/2007 0:00
"Homer's Iliad, Reduced to a Tag Cloud",I believe that the only necessary action is to upload the...,AniKarenina,2/11/2008 0:00
Homicide Rates by Country,People think it's dangerous to travel to the Middle East. In...,Sabba,2/1/2008 0:00
Homicide Rates by Country,"Sabba, You're so right. And since we know that most Middle...",,4/10/2009 0:00
Homicide Weapons,there was so much blood..,,10/20/2009 0:00
Homicide Weapons,"i shot this bitch yesterdaay, and she had her niggnog on...",,10/20/2009 0:00
Hommec's Survey on Favorite Meat in KIS Intermational School,"Why do you put in A,B,C,D,E",Beam,4/27/2008 0:00
Hommec's Survey on Favorite Meat in KIS Intermational School,"Why do you put in A,B,C,D,E",Beam,4/27/2008 0:00
Hommec's Survey on Favorite Meat in KIS Intermational School,Nice Graph. It looks nice. :P,38097286-ad2f-11dd-84b8-000255111976,4/27/2008 0:00
Horror Movie Titles,112 Frankenstein movies???,Martin Wattenberg,7/11/2007 0:00
Horror Movie Titles,and 166 Dracula movies!,Martin Wattenberg,7/11/2007 0:00
Hostile and non-hostile coalition fatalities in Iraq,It's amazing how many causalities there are to non-hostile vehicle accidents!...,Lee Byron,6/13/2007 0:00
Hotel Arcadia,Middle of list,Chris Collins,7/13/2007 0:00
Hotel Baltic (trusted sources),Middle of list,Chris Collins,7/13/2007 0:00
"Hotel Yearbook - ""will"" word tree",This is fascinating! Where did the soiurce text come from?...,,12/2/2008 0:00
Hourly and Annual Wages,Very useful despite a few problems with this visualization. New projections...,grjenkin,1/18/2008 0:00
Hourly and Annual Wages,"I want to be a baker/pastry chef, or a regular chef...",,3/20/2008 0:00
Hourly and Annual Wages,Wow. I didn't know marketing managers were so far over legislators....,,3/13/2009 0:00
Hourly and Annual Wages,"oops our. not are. heh heh..I do have an education, I...",,3/13/2009 0:00
Hourly wage vs total employees,Could there really be that many registered nurses?,Martin Wattenberg,1/10/2007 0:00
Hourly wage vs total employees,The few! The proud!,Anonymous,1/23/2007 0:00
Hourly wage vs total employees,test,Irene Ros,2/3/2009 0:00
Hours worked per Worker per Year,"It's a great visualization, although it´s hard to compare countries individually....",,1/6/2009 0:00
Hours worked per Worker per Year,I think whats more important is that people in the Netherlands...,,5/28/2009 0:00
Households containing Wylies in Wigtownshire Scotland 1841 census,"By setting ""size"" to ""count"" you can see exactly how many...",Martin Wattenberg,7/31/2007 0:00
"Housework likes and dislikes, by gender",How could I have done this so the user could easily...,Chris Jeavans,9/23/2008 0:00
"Housework likes and dislikes, by gender",It would be good to explore variations on presenting this rich...,Victor4eyes,9/23/2008 0:00
"Housework likes and dislikes, by gender",I totally agree but none of the options gave me quite...,Chris Jeavans,9/25/2008 0:00
"Housework likes and dislikes, by gender",Maybe pair like activities next to one another (for M/F) quick...,Victor4eyes,9/26/2008 0:00
"Housework likes and dislikes, by gender",See my modification of your data in my recently posted visualization....,Victor4eyes,9/29/2008 0:00
"Housing foreclosure activity @ 9/2/08 Alameda & Contra Costa, CA","Play with the color drop down menu to see status: pre-foreclosure,...",rowboe,9/3/2008 0:00
Housing Market: Negative Equity Share vs. Foreclosure Rate by State,Missing data for SD and VT due to lack of data....,Sam K,9/30/2008 0:00
Housing Market: Negative Equity Share vs. Foreclosure Rate by State,Interesting that Cal has more homes negative but much lower foreclosure...,,9/30/2008 0:00
Housing Market: Negative Equity Share vs. Foreclosure Rate by State,"I agree. I expected the relationship to be more linear. However,...",Sam K,10/1/2008 0:00
Housing Market: Negative Equity Share vs. Foreclosure Rate by State,It would be interesting to see % negative equity expressed in...,,10/1/2008 0:00
Housing Market: Number and Percent of Properties That Are Negative Equity,Good info - quite enlightening on the scale of the current...,,10/1/2008 0:00
Housing Market: Number and Percent of Properties That Are Negative Equity,Is the Negative Equity % numbers based on total home ownership?...,,10/1/2008 0:00
Housing Market: Number and Percent of Properties That Are Negative Equity,"Unfortunately, we don't have historical data at this point. We may...",Sam K,10/1/2008 0:00
How Committed is Your Country to Sustainability?,**All data from 2005**,romitchell,4/1/2009 0:00
how do ...,WoW?,zegoggles,3/26/2009 0:00
how do ...,how do you...,zegoggles,3/26/2009 0:00
how do ...,how do you know when your...,zegoggles,3/26/2009 0:00
How do you think about cosmetic plastic surgery?,What is the interesting headline?,,9/22/2009 0:00
how does CSCW spend its time?,twitter write frequency,sygao,12/7/2009 0:00
how does CSCW spend its time?,forum read frequency,sygao,12/7/2009 0:00
how does CSCW spend its time?,forum write frequency,sygao,12/7/2009 0:00
how does CSCW spend its time?,wiki frequency,sygao,12/7/2009 0:00
how does CSCW spend its time?,chatroom frequency,sygao,12/7/2009 0:00
how does CSCW spend its time?,other frequency,sygao,12/7/2009 0:00
how does CSCW spend its time?,email frequency,sygao,12/7/2009 0:00
how does CSCW spend its time?,IM frequency,sygao,12/7/2009 0:00
how does CSCW spend its time?,Skype,sygao,12/7/2009 0:00
how does CSCW spend its time?,wave read frequency,sygao,12/7/2009 0:00
how does CSCW spend its time?,wave write frequency,sygao,12/7/2009 0:00
how does CSCW spend its time?,google docs frequency,sygao,12/7/2009 0:00
How hard people try to 'look better' !,This visualization has been created by Deepak Jagdish.,DeadlyJaguar,2/12/2009 0:00
"How internet use effects communication with inidivudals of very close and somewhat close ties by F2F, CELL,, Landline",The most interesting aspect of this visualization were the similarities between...,wjsinclair,3/22/2008 0:00
"How internet use effects communication with inidivudals of very close and somewhat close ties by F2F, CELL,, Landline",The most interesting aspect of this visualization was the similarities between...,wjsinclair,3/22/2008 0:00
How states voted in the 2008 Election,Over on the Eager Eyes blog is an interesting discussion of...,,1/6/2009 0:00
How the stimulus plan breaks down,Unbelievable!! Another huge step towards socialism. Our founding fathers would be...,,2/14/2009 0:00
How the stimulus plan breaks down,"Whooooow, How about paying the American debt to the rest of...",,2/14/2009 0:00
How the stimulus plan breaks down,"I have a question, if this is a ""stimulus"" how will...",,2/15/2009 0:00
How the stimulus plan breaks down,"Wow, what a terrible way to present information. ...",,2/15/2009 0:00
How the stimulus plan breaks down,a pig dressed up in a silk dress is still a...,,2/16/2009 0:00
How the stimulus plan breaks down,Another situation where Government pretends to know what it's doing. Its...,,2/17/2009 0:00
How the stimulus plan breaks down,This is sickening. Get ready at tax time to payback any...,,2/19/2009 0:00
How the stimulus plan breaks down,this is sickening. and this visualization thing is...,,2/23/2009 0:00
